Unnamed: 0,text,label,clean_text
2305,"On other hand , Armenians is nearly 98 % Armenian , so if indeed all of non-white ones are assimilated gypsies , kurds , Assyrians etc. well then Armenians cannot be called white nation then , can they ?",0,hand armenian nearli armenian inde nonwhit one assimil gypsi kurd assyrian etc well armenian cannot call white nation
2306,"Thorongil You get one twin , I get other .",0,thorongil get one twin get
2307,Here is another view of this very thing : Song of Albion There are some really good words of advice for White Nationalists in the last chapter ... should get some people talking .,0,anoth view thing song albion realli good word advic white nationalist last chapter get peopl talk
2308,"I went to Oklahoma for thanksgiving and spent over a $ 100.00 on their ( Amish ) pies , turkey and other food .",0,went oklahoma thanksgiv spent amish pie turkey food
2309,And Oh My God .,0,oh god
2310,It was so good !,0,good
2311,The best darned pecan pie I have ever had !,0,best darn pecan pie ever
2312,INTJ Introvert ( 89 % ) iNtuitive ( 25 % ) iNtuitive Thinking ( 50 % ) Judging ( 67 % ) You have strong preference of Introversion over Extraversion ( 89 % ) You have moderate preference of Intuition over Sensing ( 25 % ) You have moderate preference of Thinking over Feeling ( 50 % ) You have distinctive preference of Judging over Perceiving ( 67 % ),0,intj introvert intuit intuit think judg strong prefer introvers extravers moder prefer intuit sens moder prefer think feel distinct prefer judg perceiv
2313,"``Weall bleed red '' As do dogs , apes , snakes and rats red blood means nothing but lets compare brain size and accomplishments by race .",0,weall bleed red dog ape snake rat red blood mean noth let compar brain size accomplish race
2314,It's going to take everyone working together to beat the New World Order .,1,go take everyon work togeth beat new world order
2315,"And it ai n't your daddy 's New World Order either , more like a Jew World Order .",1,ai nt daddi new world order either like jew world order
2316,The rich who talk of class warfare are the very ones who engineer it and try and convince the poor to attack the middle working class .,0,rich talk class warfar one engin tri convinc poor attack middl work class
2317,I think it is a bit late to think to look after the safety and the future of white people in South africa .,1,think bit late think look safeti futur white peopl south africa
2318,Sexual assault suspect caught on cellphone video - YouTube Rape Suspect Caught On Cellphone Video Arrested - News Story - KTVU San Francisco Dion McDaniel 's mugshot,0,sexual assault suspect caught cellphon video youtub rape suspect caught cellphon video arrest news stori ktvu san francisco dion mcdaniel mugshot
2319,Now there is 30 seconds I will never get back .,0,second never get back
2320,I just cant stand to listen to negros sing and 30 sec. is all I could handle .,1,cant stand listen negro sing sec could handl
2321,"Start at 21 : 30 Hulu - Celebrity Close Calls : Ice-T , Cheryl Tiegs , Ed Begley Jr. & Yancy Butler - Watch the full episode now .",0,start hulu celebr close call icet cheryl tieg ed begley jr yanci butler watch full episod
2322,"It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool .",1,amaz stupid liber even nearli murder white mr begley still ridicul love fool
2323,My favorite part : And still he ca n't see the truth right in front of his face .,0,favorit part still ca nt see truth right front face
2324,MY father is American but I would never think of going to live in the lair of Satan !,0,father american would never think go live lair satan
2325,I 'll go eat hagis and sip whiskey with the Scots thank you !,0,go eat hagi sip whiskey scot thank
2326,And it works in our favor the other way too - pushing White people too far so as to cause them to rebel .,0,work favor way push white peopl far caus rebel
2327,This is the latest anti-white attack by a ' groid .,0,latest antiwhit attack groid
2328,It 's going viral on Youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : YouTube - Video Caught On Tape Lesbian Or Young Man Going Wild On BART Train In Oakland !,1,go viral youtub warn lesbian groid get aggress white whatev reason youtub video caught tape lesbian young man go wild bart train oakland
2329,Swinging On Both Females Guys Nobody Tries To Stop It,0,swing femal guy nobodi tri stop
2330,More impulsive Negro stripping ...,1,impuls negro strip
2331,YouTube - Cops taser a violent drunk 12 year old Negro robbery and assault : YouTube - This kid 12 year old KO ' ing a cop with his bare hands and outrunning K-9 s for several blocks,0,youtub cop taser violent drunk year old negro robberi assault youtub kid year old ko ing cop bare hand outrun k sever block
2332,How about this one -- the commercials for the home burglary alarm they keep running on television---the criminals breaking in are --- surprise--always white .,0,one commerci home burglari alarm keep run televisionth crimin break surprisealway white
2333,"More black-on-white savagery : YouTube - Racist Black gangs are targeting White men for hate crimes in Baltimore YouTube - White Boy Beat Up Because of Slavery YouTube - 32 gangbangers arrested in hate crime roundup for targeting Whites and Latinos YouTube - Violent , racist African immigrants",1,blackonwhit savageri youtub racist black gang target white men hate crime baltimor youtub white boy beat slaveri youtub gangbang arrest hate crime roundup target white latino youtub violent racist african immigr
2334,Thanks for posting .,0,thank post
2335,"I 'm moving to a bigger house pretty soon , and that map is perfect for doing a groidal analysis .",1,move bigger hous pretti soon map perfect groidal analysi
2336,Children of 8 are ' racist ' if they miss Islam trip : School 's threatening letter to parents is met with outrage | Mail Online,0,children racist miss islam trip school threaten letter parent met outrag mail onlin
2339,Help me send a message to Obama : https : //petitions.whitehouse.gov/pet ... istan/SZP82fbc https : //petitions.whitehouse.gov/pet ... ation/PLzLzpnc https : //petitions.whitehouse.gov/pet ... -iran/Gs7L50Kv https : //petitions.whitehouse.gov/pet ... h-irs/s8XQx9Hs https : //petitions.whitehouse.gov/pet ... tates/nzjYDlGM,0,help send messag obama http petitionswhitehousegovpet istanszpfbc http petitionswhitehousegovpet ationplzlzpnc http petitionswhitehousegovpet irangslkv http petitionswhitehousegovpet hirssxqxh http petitionswhitehousegovpet tatesnzjydlgm
2340,You my brother are a great nationalist ; and I can only hope that your truths find their way into the hearts of our nation .,0,brother great nationalist hope truth find way heart nation
2341,"France has been gone for a long time , we will have to retake it later because there will be no French people in not too long .",1,franc gone long time retak later french peopl long
2342,"Yeah, I saw that ad on TV with the Asian guy and the white girl and it bothered me .",0,yeah saw ad tv asian guy white girl bother
2343,There are so many race mixing ads on TV that it gets overwhelming .,1,mani race mix ad tv get overwhelm
2344,"When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .",1,last time south africa went sun citi saw littl black monkey children swim funniest thing watch dri water face look exactli like baboon someth way white certain manner thing complet apelik one
2345,I think East Indians may be considered white too because on the census Asian means Oriental as Asia is a HUGE continent .,0,think east indian may consid white censu asian mean orient asia huge contin
2346,I could be wrong on that because I 've not actually seen the census form but only heard about it .,0,could wrong actual seen censu form heard
2347,Every Hispanic I have known is terrified of dogs and do n't like cats either .,0,everi hispan known terrifi dog nt like cat either
2348,Forgot to add that in my earlier comment .,0,forgot add earlier comment
2349,Deuteronomy 28 : 43 God speaking to His children : `` The stranger that is within thee shall get up above thee very high ; and thou shalt come down very low '' .,0,deuteronomi god speak children stranger within thee shall get thee high thou shalt come low
2350,The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,1,jew say chosen one black say origin hebrew israelit worst enemi want us refus accept goe
2351,"Also, it 's so sad to see so much pre made crap in their grocery buys .",0,also sad see much pre made crap groceri buy
2352,Our house is famous for lots of homemade stuff including the classic home made bread .,0,hous famou lot homemad stuff includ classic home made bread
2353,"It 's basic knowledge : If nature did n't provide it , your body does n't need it .",0,basic knowledg natur nt provid bodi nt need
2354,Because Whites are discouraged from breeding .,0,white discourag breed
2355,If White celebrities had lots of children that 'd set the dangerous example that Whites should n't stop at 1 - 2 .,0,white celebr lot children set danger exampl white nt stop
2356,Ca n't have that .,0,ca nt
2357,"But unfortunately , Maine 's become the dumping ground for Somalis and other African trash .",1,unfortun main becom dump ground somali african trash
2358,And Vermont is a uber-liberal stronghold where child molesters are treated better then law-abiding citizens .,0,vermont uberliber stronghold child molest treat better lawabid citizen
2359,Jeremy Moore was shot and killed at an Oklahoma City apartment complex while delivery a pizza back in November 2008 .,0,jeremi moor shot kill oklahoma citi apart complex deliveri pizza back novemb
2360,"Pizza Delivery Driver Shot In Parking Lot - Oklahoma City News Story - KOCO Oklahoma City Teen Found Guilty in Murder of Pizza Delivery Driver - News9.com - Oklahoma City , OK - News , Weather , Video and Sports |",0,pizza deliveri driver shot park lot oklahoma citi news stori koco oklahoma citi teen found guilti murder pizza deliveri driver newscom oklahoma citi ok news weather video sport
2361,"Man accused of triple murder in Hoffman Estates denied bond `` But at 1 : 30 a.m. Friday , Howard allegedly went to the home and a quarrel ensued .",0,man accus tripl murder hoffman estat deni bond friday howard allegedli went home quarrel ensu
2362,"He allegedly grabbed a knife from the home s kitchen and ended up stabbing Engelhardt s father , Alan , 57 , and maternal grandmother , Marlene Gacek , 73 .",0,allegedli grab knife home kitchen end stab engelhardt father alan matern grandmoth marlen gacek
2363,"Both of them died at the scene , authorities said . `` http://www.suntimes.com/news/24-7/15 ... 041809.article By their names obvisously white .",0,die scene author said httpwwwsuntimescomnew articl name obvis white
2364,"A federal judge in New York closed a filthy jew kosher slaughterhouse Tuesday , saying the plant 's dirty birds posed a health risk to the community .",1,feder judg new york close filthi jew kosher slaughterhous tuesday say plant dirti bird pose health risk commun
2365,New Square Meats allegedly sold nearly 2 million uninspected birds to unsuspecting customers . Source,0,new squar meat allegedli sold nearli million uninspect bird unsuspect custom sourc
2366,Homo neanderthalensis was just a dumb negro subspecies of the negroid species and never white-european .,1,homo neanderthalensi dumb negro subspeci negroid speci never whiteeuropean
2367,Scientists portray neanderthals as whites because they 're politically correct and scientifically incorrect .,0,scientist portray neanderth white polit correct scientif incorrect
2368,"Young white people are doing it more then ever , it 's just that those bloody clinics are getting better at what they do .",0,young white peopl ever bloodi clinic get better
2369,"The jew Alan Fishman , 49 , of Brooklyn , NY , was arrested along with the jew Daniel Ledven , 37 , of Cresskill , N.J. , on securities and wire fraud charges in a scheme that swindled investors out of $ 20 million .",0,jew alan fishman brooklyn ny arrest along jew daniel ledven cresskil nj secur wire fraud charg scheme swindl investor million
2370,"A third defendant , the jew Gary Gelman , 39 , of Brooklyn , remains on the loose .",0,third defend jew gari gelman brooklyn remain loos
2371,Source,0,sourc
2372,I dont get why having 3 kids is such a burden for white people .,0,dont get kid burden white peopl
2373,Its only 1 extra kid than we normally have and if we all do it and tell are white neighbors to do it I know it would make a difference .,0,extra kid normal tell white neighbor know would make differ
2374,All of these victims can be found here on STORMFRONT .,0,victim found stormfront
2375,"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .",1,stori told instead show pic non white garbag took go post pic forgotten
2376,I will say I love God as much as I like .,0,say love god much like
2377,"That is not against the rules , to discuss theology IS .",0,rule discuss theolog
2378,Get it right .,0,get right
2379,Yeah I saw that one on TV about the jew rabbi that was trying to get some from the 14 year old girl .,0,yeah saw one tv jew rabbi tri get year old girl
2380,Go figure .,0,go figur
2381,Absolutely.,0,absolut
2382,Sometimes pictures are worth a thousand words .,0,sometim pictur worth thousand word
2383,And this was one was specifically designed to impart the message that minorities are the new acceptable future of America and that White people will be pushed to the back .,0,one specif design impart messag minor new accept futur america white peopl push back
2384,Blue Bell ice cream has one showing five kids one black playing in the fields and barn .,0,blue bell ice cream one show five kid one black play field barn
2385,Then the Mother rings the dinner bell on the porch .,0,mother ring dinner bell porch
2386,"Next the beautiful blonde white mother , grandmother , the 5 kids and an adult black male are sitting around the picnic table .",0,next beauti blond white mother grandmoth kid adult black male sit around picnic tabl
2387,That is just about as disgusting an advertisement as I have ever seen before and in fact the most disgusting thing I have seen ever .,0,disgust advertis ever seen fact disgust thing seen ever
2388,We need to figure out how to make these products on a small scale for the White Nationalist community so we are not stuck buying from anti-White companies .,0,need figur make product small scale white nationalist commun stuck buy antiwhit compani
2389,[IMAGE: Melvin Weiss .,0,imag melvin weiss
2390,Put 's Shakespeare 's Shylock to shame ... if Mr. Weiss had whiskers he would be indistinguishable from a rat. ],0,put shakespear shylock shame mr weiss whisker would indistinguish rat
2391,Is this the one who broke out of six different concentration camps as a child and swam 200 miles upstream in the icy Danube River ?,0,one broke six differ concentr camp child swam mile upstream ici danub river
2392,I include myself in those who need to grow a set of balls .,0,includ need grow set ball
2393,I 'm angry against myself for just letting this whole world drown into a jewish cesspool .,1,angri let whole world drown jewish cesspool
2394,i know some may disagree with me but this man is one of my hero 's we need some guys like this over here now,0,know may disagre man one hero need guy like
2395,"Wow she is beautiful and a WN , I like her seig heil salute we need more women like this , she is very beautiful indeed .",0,wow beauti wn like seig heil salut need women like beauti inde
2396,"Comparing these pictures to pictures with serbs I do n't see much difference between them and albanians , the same Dinaric and Mediterranean subtypes .",0,compar pictur pictur serb nt see much differ albanian dinar mediterranean subtyp
2397,At the end of the day news such as this is what truly counts - not the ignorant and twisted opinions of street punks .,0,end day news truli count ignor twist opinion street punk
2398,i will try to post accurate pictures of those people who have familiar faces among our nation and stop posting a female and male photo models .,0,tri post accur pictur peopl familiar face among nation stop post femal male photo model
2399,It 's an unfair representation of a nation Some random bulgarians [ IMG ] http://photos-b.ak.fbcdn.net/hphotos-ak-snc3/hs477.snc3/26143_100549093315633_100000816283788_13289_6985315_n.jpg [ /IMG ],0,unfair represent nation random bulgarian img httpphotosbakfbcdnnethphotosaksnchssncnjpg img
2400,I was reading a news Paper Today and there was a Picture On the Front Page Russian Youth causing the Destruction while Kyrgiz are staring at them,0,read news paper today pictur front page russian youth caus destruct kyrgiz stare
2401,Looks like quite a few of them picked up a lot of Aryan genes .,0,look like quit pick lot aryan gene
2402,"They 're probably as high-maintenance as one of those crappy old East German Trabants , though .",1,probabl highmainten one crappi old east german trabant though
2403,Aragorn,0,aragorn
2404,This is a struggle you will have to make your self .,0,struggl make self
2405,Pride of race or government .,0,pride race govern
2406,No the truth 88-----WHITE POWER------WHITE VICTORY------WHITE PRIDE-----88,1,truth white powerwhit victorywhit pride
2407,Can someone tell Me when I can find any mp3 of CEBEPHIbE BPATA ?,0,someon tell find mp cebephib bpata
2408,I 've heard five their songs and they are My favorites from Russian White Power music .,0,heard five song favorit russian white power music
2409,14 !,0,
2410,Msciwoj,0,msciwoj
2411,"White, 73-year-old woman , beating victim attends suspects ' court hearings by Joel Allen Posted : 05.11.2010 at 8 : 43 PM A 73-year-old Loris woman who was severely beaten last week showed up at separate court hearings Tuesday for the two boys accused of assaulting her .",0,white yearold woman beat victim attend suspect court hear joel allen post pm yearold lori woman sever beaten last week show separ court hear tuesday two boy accus assault
2412,The two teenagers are charged with assaulting Rose Powell last Wednesday and stealing her car .,0,two teenag charg assault rose powel last wednesday steal car
2413,"As a result of the hearings , both boys will remain in jail for the time being .",0,result hear boy remain jail time
2414,"And if Rose Powell has anything to do with it , they 'll stay there for a long time .",0,rose powel anyth stay long time
2415,"At 17 years old , Travis Jones has been in front of a judge a few times before .",0,year old travi jone front judg time
2416,"Just last month , in fact , he was charged with criminal domestic violence .",0,last month fact charg crimin domest violenc
2417,"This time , the charges are assault and battery of a high and aggravated nature and strong armed robbery in connection with the assault on Rose Powell. ( more ... )",0,time charg assault batteri high aggrav natur strong arm robberi connect assault rose powel
2418,"If you look on http://www.audiogalaxy.com and type in the name of the artist in Latin characters you can find a lot of songs , especially by the more popular musicians .",0,look httpwwwaudiogalaxycom type name artist latin charact find lot song especi popular musician
2421,"Though i am from younger generations , these are my father words .",0,though younger gener father word
2422,"Marte Williams , 41 , was taken into custody Sunday after authorities said he was caught trespassing at Paulus Hook Towers , the apartment complex where the bodies of 27-year-old Jacqueline Reyes and her 9-month-old son Ivan Reyes Jr. were found Tuesday morning .",0,mart william taken custodi sunday author said caught trespass paulu hook tower apart complex bodi yearold jacquelin rey monthold son ivan rey jr found tuesday morn
2423,"http://www.wpix.com/news/wpix-jersey ... , 5347881.story = = = = = Police arrested two men on suspicion of stealing more than $ 50,000 worth of property from an Avondale home Tuesday afternoon , thanks in part to attentive neighbors .",0,httpwwwwpixcomnewswpixjersey stori polic arrest two men suspicion steal worth properti avondal home tuesday afternoon thank part attent neighbor
2424,"Anthony DeShawn Washington , 18 , of Avondale , and Jonathan Anthony Gutierrez , 18 , of Tolleson , were booked on felony counts of burglary , theft of a means of transportation and criminal trespassing , Avondale police said .",0,anthoni deshawn washington avondal jonathan anthoni gutierrez tolleson book feloni count burglari theft mean transport crimin trespass avondal polic said
2425,"http://www.azcentral.com/news/articl...glary1219.html = = = = = = = = = = = = About 10 p.m. Dec. 9 , police were called to Ed 's Fish and Chips , 306 N. Central Ave. , for a reported armed robbery , police said .",0,httpwwwazcentralcomnewsarticlglaryhtml pm dec polic call ed fish chip n central ave report arm robberi polic said
2426,"Two employees and one customer told police two men , brandishing a long-barrel rifle , stole the cash drawer with an undisclosed amount of money and fled on foot .",0,two employe one custom told polic two men brandish longbarrel rifl stole cash drawer undisclos amount money fled foot
2427,http://www.azcentral.com/news/articl...bbery1219.html,0,httpwwwazcentralcomnewsarticlbberyhtml
2428,I went to buy some new socks today and a couple of t-shirts .,0,went buy new sock today coupl tshirt
2429,Not a single picture on any of them had a white male .,0,singl pictur white male
2430,"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",1,black mexican repres thoroughli favor shoot tv
2431,My google skills have failed me .,0,googl skill fail
2432,The only references that I 've found that appear to contain the information you seek seem to require some form of payment .,0,refer found appear contain inform seek seem requir form payment
2433,That is because Lycurgus has been on moderation forever and should be let off .,0,lycurgu moder forev let
2434,Just like this thread should be stickied .,0,like thread sticki
2435,It seems odd that alot of times there 's such a black and white concept for people pertaining to the will of man .,0,seem odd alot time black white concept peopl pertain man
2436,Either it was straight out the ass of god himself and divine or meaningless and devoid of all reason .,0,either straight ass god divin meaningless devoid reason
2437,Is n't there some middle ground ?,0,nt middl ground
2438,Since I will be posting with the default text in the future you no longer have any reason to hate me .,0,sinc post default text futur longer reason hate
2439,"I think Fyrdung is a band which was started by members of the bands Svitjod , Pluton Svea and Division S , but I 'm not sure",0,think fyrdung band start member band svitjod pluton svea divis sure
2440,Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .,1,live expens stockholm high poor swede white choic live nonwhit suburb
2441,The reason for the high living expenses is of course the influx of hundreds of thousands of non-whites to the city .,1,reason high live expens cours influx hundr thousand nonwhit citi
2442,No.,0,
2443,At least not as far as I can tell .,0,least far tell
2444,I live in Oslo and race-mixing is a huge problem .,1,live oslo racemix huge problem
2445,Sad but true .,0,sad true
2446,"Our smart liberals say that we need thousands of `` high-quality '' non-european immigrants per year , but for what ?",0,smart liber say need thousand highqual noneuropean immigr per year
2447,The downfall has begun ...,0,downfal begun
2448,I shall not waste a single more moment of my time to converse with you .,0,shall wast singl moment time convers
2449,Enough is enough .,0,enough enough
2450,"Kiss uncle Samael for me , will you ?",0,kiss uncl samael
2451,"Mr.Ollsson,has it occurred to you that the only reason the nordic women you are so fond of are so attractive is because their fathers were smarter than yours.Think about it !",0,mrollssonha occur reason nordic women fond attract father smarter yoursthink
2452,Miss South Africa is not White .,0,miss south africa white
2453,She looks arabic if anything .,0,look arab anyth
2454,I then checked Miss Portugal .,0,check miss portug
2455,She is classic meditteranean White .,0,classic meditteranean white
2456,Miss Germany looks southern too .,0,miss germani look southern
2457,"And now Sweden 's down against the nig nogs ... well at least it was very close , and they only lost in overtime ...",1,sweden nig nog well least close lost overtim
2459,You should have heard of him becouse he is the greatest chess player of all times .,0,heard becous greatest chess player time
2460,He far excelled Anatoly Karpov and Garry Kasparov .,0,far excel anatoli karpov garri kasparov
2461,To which one should reply that they are a bunch of soft bellied women of whom their ancestors would be ashamed .,0,one repli bunch soft belli women ancestor would asham
2462,"I give myself 20-30 years to make people see , I think I 'll go into politics here in Iceland and do some good",0,give year make peopl see think go polit iceland good
2463,"All of his posts thus far have been rather gratuitous and heavily aimed on Skandinavia alenth with the histories and spirits thereof , particularly the later portion of post #31 .",0,post thu far rather gratuit heavili aim skandinavia alenth histori spirit thereof particularli later portion post
2464,"Maybe some of you people should grow up , You don`t pick a man or woman for your mate because of the color of their eyes and hair .",0,mayb peopl grow dont pick man woman mate color eye hair
2465,Their is much more to that if your hoping for a successful relationship and marriage .,0,much hope success relationship marriag
2466,"I think character and social behavior are the most important , and having blond hair and blue eyes are not going to gaurantee these qualities .",0,think charact social behavior import blond hair blue eye go gaurante qualiti
2467,I can sincerely tell you that I am certain he was a beautiful man and I love names of honour and those which hold origo within our folklore . ... for him .,0,sincer tell certain beauti man love name honour hold origo within folklor
2468,I have made it clear on this forum many times that I have nothing against gays as such .,0,made clear forum mani time noth gay
2469,"But as for them adopting kids , the answer is NO .",1,adopt kid answer
2470,"I find that surprising , since Finland after all once conquered Sweden , and ockupied it for several hundred years .",0,find surpris sinc finland conquer sweden ockupi sever hundr year
2471,"Oh wait , that never happened ...",0,oh wait never happen
2472,I think they are just desperately trying to be more popish than the Pope himself and avoid accusations of racism before they are even expressed by demanding increased immigration .,0,think desper tri popish pope avoid accus racism even express demand increas immigr
2473,"I've only seen four Jews in my whole life , and those Jews were on the Silja Europa ship , going to Stockholm .",0,ive seen four jew whole life jew silja europa ship go stockholm
2474,26155,0,
2475,More ethnic crime .,0,ethnic crime
2476,Ethnic crime never ends it seems .,1,ethnic crime never end seem
2477,I am thinking to create a thread dedicated to crimes commited by immigrants .,0,think creat thread dedic crime commit immigr
2478,"Well that 's your misery I hope this will help : 1 m = 100 cm 1000 mm 1 "" = 25,40 mm = 2,54 cm = 0,0254 m 1 ' = 304,48 mm = 30,48 cm = 0,3048 m 1 ' = 12 `` Then ... start calculating",0,well miseri hope help cm mm mm cm mm cm start calcul
2479,thanks for the tip rock does not really macth My taste but I 'll go check it out anyway who knows,0,thank tip rock realli macth tast go check anyway know
2480,"NOR: Immortal , Gorgoroth , Ancient , Emperor , Einherjer , Thorns SWE : Naglfar , Bathory , Setherial , Dawn , In Aeternum , Sacramentum FIN : Impaled Nazarene , Argath , Demon Child never liked Darkthrone or Burzum ( interesting story there ..",0,immort gorgoroth ancient emperor einherj thorn swe naglfar bathori setheri dawn aeternum sacramentum fin impal nazaren argath demon child never like darkthron burzum interest stori
2481,`` Nargaroth - The Day Burzum Killed Mayhem '' heheh ) either though * shrug * Scandinavia really is a black metal heaven but there 're many great bands on the outside which too are a Pride of their countries 11,0,nargaroth day burzum kill mayhem heheh either though shrug scandinavia realli black metal heaven mani great band outsid pride countri
2482,Get out of here !,0,get
2483,You 're telling me that there 's something we Swedes have done right ?,0,tell someth swede done right
2484,I refuse to believe it !,0,refus believ
2485,"Not just that , but many people who adopt kids are capable of making their own pure white children .",0,mani peopl adopt kid capabl make pure white children
2486,"It 's more fun that way , too .",0,fun way
2488,"More likely they 're afraid of having to marry and deal with a snotty GI-Jane-dyke , only to be dragged into court and have the kids and house taken a few years later .",0,like afraid marri deal snotti gijanedyk drag court kid hous taken year later
2489,Its only a matter of time until we become a hell hole like Sweden or the UK .,1,matter time becom hell hole like sweden uk
2490,I would hate to live in Dublin with all the foreigners there now .,1,would hate live dublin foreign
2491,"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .",1,wife favorit place ireland kingdom cloghan villag connor pub hope place nt invad
2492,God Bless,0,god bless
2493,Can i suggest some of the locals get up of their behinds and lets these traitors know that this anti-white festival is not welcome in their town 828,1,suggest local get behind let traitor know antiwhit festiv welcom town
2494,there's no need for me to say anything ... all is said in the image of thaat old white guy in the end of one of the first videos .,0,there need say anyth said imag thaat old white guy end one first video
2495,Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,1,good news happen european nation doubt push like jew like summer redston mtv
2496,Listening to Matt Coper this evening tried to do some digging around on the above story and this is all I could find `` More PC Rubbish '' http://www.veritas.ie/App_User_Files...rticle%201.jpg,0,listen matt coper even tri dig around stori could find pc rubbish httpwwwveritasieappuserfilesrticlejpg
2497,So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .,1,accord logic sinc black namerica hundr yr allow stay ye white leav africa
2498,How are you a White Nationalist when you support the foreign occupation of a white country ?,0,white nationalist support foreign occup white countri
2499,The reason they want to ban the cross is because it repersents our race and the Christian faith .,0,reason want ban cross repers race christian faith
2500,We should all know by now who hates Christains more than anyone else .,0,know hate christain anyon els
2502,"We have to encourage people to boycott all black businesses , start rumours that blacks working in shops have AIDs which is probably true .",1,encourag peopl boycott black busi start rumour black work shop aid probabl true
2503,Africans in Ireland should be treated like paedophiles .,1,african ireland treat like paedophil
2504,We need immigrants.Reality is kicking in for a lot of people who were all for immigration.The Blacks put up in hotels and Irish on the dole.Story here www.independent.ie,0,need immigrantsr kick lot peopl immigrationth black put hotel irish dolestori wwwindependenti
2505,"The red scum will never wake up , ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..",1,red scum never wake ignor lefti fight class make mockeri cultur heritag commi scum
2506,that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,1,absolut ing unbelievablethey go rout one nowno mess go europein bongo land one minut jump plane hour later hop plane biggest negro smile shout asylumi total depress hear
2507,"Tralee is a disgrace , the place looks like a town in africa nowThe day Ireland becomes a muslim country is the day i stop breathing !",1,trale disgrac place look like town africa nowth day ireland becom muslim countri day stop breath
2508,This Islamisation is going on all over Europe. but we can object .,0,islamis go europ object
2509,"YouTube - Brussels on 9/11 : For a free Europe , against Islamization",1,youtub brussel free europ islam
2510,Some kid knocking on a blacks door and running away.Look donkeys fords chipie across the road the internet cafe run by black overeactcted.Attacked the Limerick kid all at least 20 of them.Kid arrived out later with his at least 30 friends.The owner of internet cafe says to the white youth i have white blood.One roars back the only thing white about you is your teeth .,0,kid knock black door run awaylook donkey ford chipi across road internet cafe run black overeactctedattack limerick kid least themkid arriv later least friendsth owner internet cafe say white youth white bloodon roar back thing white teeth
2511,Agreed.,0,agre
2512,"To learn more , click here : www.jonasridgeway.com/tech2.html www.spiritual.com.au/astral.html www.astralweb.org www.near-death.com/experiences/cayce01.html www.astralvoyage.com/projection/index.html It would be pretty cool for teachers to tell White kids they go out-of-body every night .",0,learn click wwwjonasridgewaycomtechhtml wwwspiritualcomauastralhtml wwwastralweborg wwwneardeathcomexperiencescaycehtml wwwastralvoyagecomprojectionindexhtml would pretti cool teacher tell white kid go outofbodi everi night
2513,Nice .,0,nice
2514,Heard today from a colleague in work that a load of Roma Gypsies set up camp at the red cow as the government would not house them anyone see or here of this ?,0,heard today colleagu work load roma gypsi set camp red cow govern would hous anyon see
2515,BULL****!,0,bull
2516,Even if they do stop pouring in most of those that are here have no intention of going back to poland .,1,even stop pour intent go back poland
2517,Is there any country that I can move to where there are no blacks or Asians ?,0,countri move black asian
2518,I suppose this is an unrealistic question because they are every where but where is the whitest place on earth that I can move to .,0,suppos unrealist question everi whitest place earth move
2519,And please do n't say the north pole !,0,pleas nt say north pole
2520,The worst thing about the present immigration is that it 's spread all over the country .,1,worst thing present immigr spread countri
2521,I 'd prefer to put them in one place before shipping them home .,0,prefer put one place ship home
2522,"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",1,disagre never justifi race mix girl may brainwash media also condemn kid furtur gener kid non white futur
2523,"Glad it made news your way the truth must be told but have you noticed it says it is not a racist attack , Oh but we all know the story shall it of been some poor black bastard bashed to near death in Dublin eh",1,glad made news way truth must told notic say racist attack oh know stori shall poor black bastard bash near death dublin eh
2524,"In certain circumstances I would agree with you but in Europe by preserving our nations we are preserving our race as well because there is no way a black in Europe can be British , Irish , German or whatever .",0,certain circumst would agre europ preserv nation preserv race well way black europ british irish german whatev
2525,I'm sure I heard that many Catholic churches in Ireland are experiencing large numbers again thanks to the growing Polish populations .,0,im sure heard mani cathol church ireland experienc larg number thank grow polish popul
2526,Will you please go to this link and sign the petition in support of the right of Russian Nationalist to march .,0,pleas go link sign petit support right russian nationalist march
2527,Thank you .,0,thank
2528,88 !,0,
2529,http://www.righttomarch.com/,0,httpwwwrighttomarchcom
